Country,Year,Water Source Type,pH Level,Dissolved Oxygen ,Diarrhea,Typhoid,Rainfall
Nigeria,2011,Lake,6.39,6.76,73.72,41,45.13
Pakistan,2015,Lake,6.26,4.85,93.52,48,72.07
Brazil,2024,Spring,7.71,8.85,37.23,13,70.05
China,2024,Lake,7.52,7.01,97.14,32,27.24
Brazil,2018,Spring,6.9,4.09,97.74,27,42.48
Nigeria,2002,Spring,6.14,4.44,95.09,40,88.82
Bangladesh,2011,Pond,7.6,6.28,62.38,14,32.49
China,2004,Pond,7.43,8.46,56.81,3,50.37
India,2001,Spring,6.28,9.58,79.42,19,38.02
Brazil,2021,Well,8.27,7.64,52.31,24,31.21
Nigeria,2006,Tap,6.5,6.54,34.78,34,30.91
Brazil,2012,Well,7.86,4.76,93.1,38,47.84
China,2024,Spring,8.21,7.71,74.44,21,84.28
Indonesia,2014,Tap,7.45,9.88,44.5,34,97.31
Ethiopia,2021,Pond,6.62,6.33,31.29,46,65.75
Brazil,2002,Tap,6.77,4.13,80.65,27,70.82
India,2020,Spring,8.21,3.72,89.7,9,82.3
India,2019,Pond,6.75,4.88,58.4,15,72.94
USA,2004,Tap,7.87,6.99,35.66,48,87.87
Brazil,2023,Tap,8.48,9.63,75.4,22,90.72
Ethiopia,2007,Well,8.5,5.09,50.79,18,70.22
Pakistan,2021,Tap,7.33,5.14,40.08,0,62.65
Mexico,2000,Spring,8.07,6.37,65.73,0,51.28
Ethiopia,2007,River,8.48,9.43,63.73,45,56.93
Mexico,2023,River,6.94,5.93,66.17,25,47.64
Mexico,2017,River,6.63,4.56,87.68,33,54.16
Indonesia,2019,Spring,6.29,4.14,63.92,1,91.98
USA,2015,River,6.35,6.2,93.04,27,97.79
Ethiopia,2017,Well,8.13,8.6,88.93,19,48.92
Ethiopia,2019,Spring,7.47,5.04,75.58,41,37.65
Indonesia,2011,Pond,8.18,6.59,33.98,46,26.26
Brazil,2012,Spring,7.97,7.22,90.55,26,86.95
Brazil,2012,Spring,7.68,6.15,93.39,27,89.65
Brazil,2009,Tap,7.52,4.34,56.25,30,56.04
Bangladesh,2006,Tap,6.12,9.45,66.83,46,63.39
Mexico,2024,Tap,8.18,6.96,49.67,6,79.19
Bangladesh,2013,Lake,7.04,8.1,31.03,7,50.07
USA,2023,Well,7.4,7.45,63.56,31,36.12
Indonesia,2015,Spring,6.05,9.99,39.06,10,29.17
Ethiopia,2014,Spring,8.34,6.19,42.83,47,38.82
Mexico,2011,Tap,8.26,5.97,63.65,25,71.63
Bangladesh,2008,Spring,7.36,5.52,90.69,24,47.81
Bangladesh,2007,Pond,7.44,5.53,89.12,6,89.42
Nigeria,2017,Spring,7.76,4.93,97.55,19,27
Bangladesh,2022,River,6.66,9.86,63.79,40,53.31
Pakistan,2017,Pond,6.55,9.1,68.64,29,40.56
Ethiopia,2012,Pond,7.69,5.22,87.55,0,91.02
Pakistan,2017,Spring,6.26,5.14,78.98,17,84.5
Ethiopia,2014,Lake,7.14,3.72,42.8,7,98.74
Indonesia,2003,Tap,7.23,9.14,57.87,28,29.54
Ethiopia,2016,Well,6.95,5.6,95.04,39,82.58
Pakistan,2004,Well,6.46,7.01,40.23,21,30.07
Ethiopia,2021,River,6.89,9.3,44.65,31,32.4
Indonesia,2015,Well,6.84,5.86,58.05,39,23.14
Indonesia,2008,Well,7.25,8.65,95.79,13,57.18
USA,2009,Tap,7.69,6.01,37.97,1,30.07
Ethiopia,2023,Tap,8.42,7.91,77.11,34,47.87
Nigeria,2017,Lake,6.36,6.02,39.25,6,42.1
Brazil,2016,River,8.18,5.75,66.72,2,98.11
India,2017,Well,6.71,9.93,67.56,14,72.66
Indonesia,2006,Lake,7.48,7.29,32.98,42,52.84
China,2003,River,7.37,5.57,96.79,33,90.28
Brazil,2004,Pond,7.39,4.8,86.46,21,25.11
Mexico,2022,Well,7.81,3.28,51.2,17,46.74
Ethiopia,2015,Well,6.95,7.95,39.14,45,61.17
Pakistan,2002,Tap,6.8,5.61,54.19,17,24.31
India,2017,Spring,8.13,8.75,92.6,33,31.67
China,2022,River,6.55,5.55,39.29,35,91.6
Brazil,2020,Well,6.45,5.61,54.45,45,34.37
Ethiopia,2013,River,6.04,8.45,64.6,38,93.73
USA,2014,Lake,6.53,6.43,32.3,46,27.69
Mexico,2016,Lake,7.3,9.19,48.76,37,91.06
India,2000,Spring,7.35,7.13,71.69,36,56.3
Nigeria,2024,Well,6.64,4.68,52.68,17,65.86
USA,2020,Tap,6.18,6.98,90.94,42,42.53
China,2016,Well,7.86,3.03,95.57,39,41.87
India,2022,River,7.89,5.19,60.91,28,59.37
USA,2024,Pond,8.49,4.46,67.24,11,48.46
Mexico,2010,Lake,8.25,7.58,74.16,17,26.22
Nigeria,2016,River,8.32,3.95,76.52,30,48.29
USA,2013,Spring,8,5.03,34.43,14,40.38
Bangladesh,2019,Lake,7.54,5.32,33.76,39,87.97
Nigeria,2018,Tap,6.32,3.02,90.59,29,87.08
China,2020,Lake,7.56,3.33,45.39,35,31.32
Mexico,2006,Pond,6.14,5.18,70.89,27,78.41
Ethiopia,2023,Well,8.21,4.56,73.73,14,56.07
Pakistan,2012,Pond,7.2,3.82,41.51,42,89.48
Pakistan,2017,Pond,7.74,4.08,83.31,32,41.92
Pakistan,2022,Well,6.13,8.85,90.62,1,27.05
India,2013,Lake,7.34,7.78,49.98,7,84.04
China,2000,Spring,6.75,6.39,91.45,47,89.47
Mexico,2006,Well,6.71,9.36,35.67,32,87.24
Nigeria,2007,Well,6.97,3.21,86.03,34,46.34
India,2017,Tap,6,5.41,74.81,17,22.47
China,2008,Lake,7.17,8.76,70.82,25,31.17
Ethiopia,2000,Well,7.22,7.4,46.11,47,93.55
Bangladesh,2021,Spring,8.16,9.87,55.33,20,49.13
Mexico,2016,River,7.12,9.61,93.72,27,90.42
Pakistan,2018,Lake,6.91,4.19,62.6,19,98.47
USA,2005,Tap,8.49,9.8,71.61,44,51.66
Mexico,2002,Pond,7.43,9.62,95.51,19,82.12
Indonesia,2023,Well,7.18,5.62,62.65,3,33.53
China,2004,Spring,7.24,9.88,57.18,35,50.7
Brazil,2001,Lake,8.02,3.25,92.52,33,76.41
Ethiopia,2019,Spring,6.85,7.63,93.76,44,36.57
Bangladesh,2024,Spring,6.97,4.86,54.82,12,45.58
Ethiopia,2003,Pond,7.89,3.91,71.44,30,65.11
Mexico,2009,Tap,6.18,7.04,97.46,38,75.3
Brazil,2009,Lake,8.16,5.14,33.88,6,48.55
Indonesia,2023,Well,7.08,7.67,32.79,16,50.14
Nigeria,2020,Tap,7.45,6.78,66.16,41,28.79
USA,2010,Well,7.89,5.75,50.39,11,98.72
Brazil,2015,River,6.67,4.27,70.73,29,68.98
China,2016,Spring,8.23,7.21,80.7,47,62.43
Pakistan,2015,River,8.45,8.8,34.84,33,36.91
Indonesia,2006,Spring,7.24,7.2,91.77,21,59.04
USA,2015,Pond,8.34,7.27,49.38,20,55.78
Bangladesh,2002,Tap,6,6.58,56.69,8,40.68
Pakistan,2015,Well,8.24,5.72,53.59,11,55.7
Mexico,2007,Pond,6.78,6.2,88.79,16,36.28
Brazil,2011,Well,6.78,9.93,41.95,15,76.82
USA,2002,Tap,6.57,8.25,32.01,4,92.7
India,2016,Lake,6.79,6.01,98.03,18,20.21
Nigeria,2020,River,6.53,6.2,98.64,27,64.5
Nigeria,2017,River,8.26,6.5,48.04,16,78.59
Indonesia,2010,Well,8.25,7.62,30.65,21,92.58
Bangladesh,2003,Well,6.26,6.26,75.21,34,48.67
Indonesia,2015,Well,6.36,7.8,75.39,48,92.57
India,2016,Tap,8.16,5.3,95.82,14,86.04
China,2008,Lake,7,5.87,50.89,18,62.02
Bangladesh,2005,River,6.42,9.05,43.27,46,40.56
Ethiopia,2023,Pond,7.28,5.3,73.15,49,72.23
China,2019,Spring,7.04,9.75,69.46,25,40.84
Bangladesh,2024,Tap,6.55,4.21,80.24,43,47.91
Bangladesh,2001,River,7.8,4.69,91.96,43,57.36
India,2008,Lake,7.58,6.25,69.18,34,59.84
Mexico,2020,Tap,6.25,8.58,40.51,42,35.13
India,2005,Pond,8.31,8.12,71.87,22,75.5
Bangladesh,2002,River,7.4,4.22,56.19,9,99.35
USA,2019,Tap,6.63,4.66,61.69,21,39.51
China,2005,River,6.52,7.03,97.16,46,64.36
India,2006,River,6.34,5.07,68.85,10,56.38
Mexico,2000,Lake,7.06,5.96,40.48,25,44.62
Brazil,2022,Spring,6.34,6.41,61.02,0,53.58
Indonesia,2000,Lake,7.04,7.16,45.99,35,78.62
Bangladesh,2004,River,6.37,4.76,39.48,20,53.18
Ethiopia,2005,Tap,7.64,4.14,79.86,7,60.54
Brazil,2012,Pond,7.96,5.79,74,19,58.18
Nigeria,2001,Lake,7.37,3.57,64.85,44,64.42
Pakistan,2014,Spring,7.7,6.69,59.63,16,43.3
Mexico,2014,River,8.35,8.88,52.56,14,60.78
Ethiopia,2012,Pond,7.6,3.83,36.16,20,30.79
Pakistan,2024,Lake,6.91,3.79,50.95,0,79.31
Mexico,2013,Lake,7.12,3.56,88.69,2,28.87
USA,2021,Lake,8.15,8.94,84.86,30,82.8
Indonesia,2006,Lake,6.33,3.56,98.06,30,86.04
Brazil,2013,Pond,6.81,9.88,75.92,20,21.52
China,2023,Tap,7.44,5.51,68.75,22,86.47
Mexico,2009,Spring,7.69,5.3,50.72,16,71.85
China,2016,Spring,7.91,3.64,35.38,21,27.75
Indonesia,2013,River,6.8,7.1,73.26,21,99.83
Bangladesh,2007,Well,6.36,7.1,64.17,35,69.24
Nigeria,2003,Tap,8.39,6.46,83.14,7,52.07
Brazil,2015,River,6.19,5.18,58.83,46,90.82
Indonesia,2023,River,6.24,5.58,98.99,7,23.33
Indonesia,2012,Lake,7.24,5.24,57.83,13,77.39
USA,2021,Well,8.05,5.98,53.32,37,31.5
Pakistan,2024,Well,7.94,5.39,90.97,23,64.2
Nigeria,2019,Tap,8.34,7.73,57.69,21,27.68
Brazil,2017,Well,6.35,5.07,90.96,14,74.33
Bangladesh,2013,River,6.94,5.46,31.91,19,57.19
Bangladesh,2017,Well,6.71,6.05,78.48,26,20.54
India,2004,Well,8.15,3.03,35.03,27,25.71
Indonesia,2008,Spring,7.22,6.44,40.38,21,76.24
Mexico,2002,River,6.07,4.79,79.01,30,51.96
USA,2007,Pond,7.77,3.39,50.28,8,73.77
Nigeria,2019,Well,6.97,9.38,44.73,22,51.19
Bangladesh,2021,Well,7.33,5.26,86.11,4,48.94
Brazil,2009,Lake,8.23,5.98,96.24,44,88.39
India,2021,Well,6.64,8.79,46.27,38,88.38
Brazil,2018,Well,6.6,4.17,52.2,16,93.58
USA,2020,Spring,6.66,8.95,79.99,39,85.84
Mexico,2002,River,6.85,4.69,87.07,4,30.19
India,2010,Tap,6.27,7.12,99.94,6,25.32
India,2010,River,7.74,7.8,49.14,7,24.67
Pakistan,2016,Lake,6.52,9.34,68.96,6,98.42
Nigeria,2015,River,8.32,7.25,39.38,21,60.09
India,2006,Well,6.54,6.17,53.16,43,29.21
Pakistan,2003,Lake,6.64,7.01,33.15,37,63.54
Pakistan,2022,River,6.74,4.41,44.76,20,76.82
USA,2018,Lake,7.92,7.82,65.46,3,27.56
China,2011,Tap,7.07,4.31,41.46,31,47.71
Brazil,2014,River,8.05,6.9,92.26,28,35.03
Mexico,2010,Pond,7.96,7.53,79.72,29,98.03
Ethiopia,2004,Well,8.32,9.29,31.94,2,45.46
Brazil,2004,Lake,7.89,6.15,91.37,4,75.24
India,2014,Pond,6.13,8.43,98.41,18,93.47
Mexico,2017,Pond,8.09,4.17,65.13,7,89.06
Bangladesh,2010,Spring,8.35,4.09,52.02,36,51.52
China,2011,Lake,8.48,6.67,48.44,30,44.87
Bangladesh,2001,Pond,6.31,7.17,36.12,26,84.74
Bangladesh,2019,Spring,7.53,7.43,64.41,12,36.41
Nigeria,2014,Pond,6.5,8.22,33.51,41,77.39
Brazil,2019,Well,6.66,5.06,65.27,5,86.82
Ethiopia,2003,Tap,7.86,7.36,47.68,0,87.94
USA,2021,Spring,8.44,4.32,63.35,29,20.71
Ethiopia,2017,Tap,7.49,4.53,59.29,10,59.99
Bangladesh,2005,Lake,8.13,3.47,51.36,40,48.61
India,2022,Well,6.02,8.23,61.4,30,98.31
China,2018,Spring,6.09,6.55,63.18,15,63.53
Indonesia,2010,Lake,7.49,4.67,88.36,14,54.2
Ethiopia,2023,Pond,6.97,6.89,76.6,4,39.55
Bangladesh,2001,River,8.22,5.48,60.32,14,87.65
China,2007,Lake,6.75,8.86,93.37,0,45.55
Mexico,2010,Tap,7.08,6.7,82.9,14,86.14
Brazil,2004,Well,7.32,3.21,35.3,35,91.33
Pakistan,2017,Well,6.68,9.9,40.76,47,24.65
Nigeria,2022,Lake,8.27,3.52,35.72,38,60.8
China,2017,Pond,7.16,7.87,52.32,7,53.63
India,2013,River,7.06,6.06,60.5,21,51.45
India,2021,Tap,8.12,4.75,65.3,26,49.72
China,2009,Lake,6.78,7.74,89.6,33,62.56
India,2002,Lake,8.04,3.88,31.26,29,30.42
Brazil,2008,Well,6.31,9.01,59.98,11,89.7
India,2002,Tap,6.46,4.75,58.77,1,64.64
Ethiopia,2010,River,8.38,5.53,96.32,45,47.77
Pakistan,2011,Well,8.11,7.43,46.87,37,39.44
India,2011,Lake,6.97,3.01,38.57,21,69.33
Pakistan,2002,Well,7.6,6.31,39.96,16,82.94
Bangladesh,2020,Well,8.36,9.26,66.41,34,55.27
USA,2006,Spring,6.53,7.76,57.36,41,98.76
Brazil,2013,Well,6.15,5.72,82.79,44,62.85
USA,2023,Pond,7.34,7.62,52.62,22,98.31
Bangladesh,2010,Well,6.36,9.56,38.96,28,97.01
Brazil,2006,Pond,6.47,4.31,57.08,28,67.98
China,2024,Tap,8.23,6.72,91.81,49,66.51
China,2020,Well,6.02,4.64,58.39,18,28.45
Pakistan,2009,River,8.04,8.98,88.35,16,94.34
Bangladesh,2010,Pond,7.29,8.05,56.01,7,84.26
Pakistan,2014,Pond,7.4,8.61,49.7,49,60.04
Nigeria,2018,Lake,7.68,9.6,84.24,6,44.51
India,2015,Tap,7.08,4.63,44.65,10,87.08
Indonesia,2021,Well,6.29,3.34,46.23,2,43.32
Nigeria,2020,River,6.26,5.04,33.49,1,63.35
India,2019,Lake,7.89,5.79,43.15,18,35.91
Brazil,2011,Tap,6.55,7.38,56.52,27,84.36
Pakistan,2017,Pond,6.07,8.58,57.97,27,80.22
Brazil,2022,River,8.45,5.45,59.44,24,43.34
Brazil,2012,Well,8.45,6.31,63.58,10,29.39
India,2004,Spring,6.95,8.5,70.03,39,34.17
Bangladesh,2003,Spring,6.06,4.58,43.26,42,69.31
India,2013,Tap,7.82,4.52,72.98,1,32
Mexico,2007,River,8.08,7.12,53.56,11,45.61
China,2008,Lake,6.31,6.05,81.38,40,87.14
China,2024,River,6.34,9.64,69,37,26.54
Nigeria,2018,Pond,8.06,5.5,68.8,11,66.49
China,2002,Spring,8.3,8.32,77.98,49,51.99
India,2004,Tap,7.98,7.08,53.31,24,29.63
Ethiopia,2020,Well,6.5,3.38,60.05,36,60.75
Pakistan,2017,River,7.03,3.59,70.8,30,61.33
India,2000,Spring,7.5,4.42,59.51,16,50.25
India,2007,Lake,6.4,4,61.1,47,24.43
Indonesia,2018,Tap,6.53,5.31,49.07,11,36.55
Pakistan,2016,Well,6.71,7.05,50.12,29,52.38
Mexico,2016,River,7.27,7.22,78.93,1,42.18
China,2010,Lake,7.28,7.11,30.3,15,32.84
Pakistan,2001,Well,8.04,3.82,36.67,0,58.96
China,2005,Pond,7.88,7.2,96.42,33,51.81
Nigeria,2021,Spring,8.28,5.87,43.09,44,73.2
Pakistan,2013,Pond,8.08,9.32,59.27,47,64.83
China,2002,Spring,6.63,9.38,89.48,0,33.58
Mexico,2011,Lake,6.83,8.38,30.01,35,75.01
USA,2003,Pond,7.25,7.92,94.76,2,57.23
Brazil,2011,Spring,6.04,3.8,33.74,33,29.08
Brazil,2012,Tap,8.26,3.59,41.96,11,21.48
Mexico,2001,Lake,6.11,8.89,32.04,44,70.11
Indonesia,2001,Spring,6.81,5.99,66.37,26,69.49
USA,2014,River,7.42,6.16,96.02,49,85.64
Nigeria,2022,Spring,7.29,8.93,88.73,36,80.99
Mexico,2016,Pond,7.64,7.35,74.78,24,90.2
Brazil,2006,Tap,7.32,4.26,42.98,11,43.39
Brazil,2013,Well,6.57,4.48,90.87,32,53.05
Brazil,2011,Well,6.5,3.04,82.83,8,24.95
Bangladesh,2016,Spring,8.27,7.97,48.68,0,52.91
Mexico,2013,Well,6.66,6.4,86.36,49,37.58
India,2005,Spring,6.7,9.65,91.4,22,84.43
Nigeria,2018,Tap,7.03,8,78.88,27,72.5
Brazil,2023,Well,6.35,3.72,37.03,2,82.54
China,2005,Pond,7.27,4.13,98.9,37,67.4
Mexico,2017,Pond,7.66,6.51,35.32,35,67.83
Bangladesh,2023,River,7.97,9.47,75.81,43,38.82
Mexico,2004,Spring,7.78,4.73,37.74,43,73.59
Nigeria,2023,Well,6.37,8.78,93.38,4,31.52
Bangladesh,2023,Pond,7.14,5.19,54.5,28,42.07
Nigeria,2005,Tap,6.1,4.89,65.81,12,34.4
Mexico,2001,Tap,6.04,9.31,42.51,43,95.96
India,2007,River,7.1,3.33,68.26,3,91.85
Nigeria,2014,Tap,6.63,7.63,95.72,5,89.99
Bangladesh,2014,Tap,7.71,3.3,93.11,37,96.81
Bangladesh,2010,Well,7.81,8.61,34.47,5,69.01
Nigeria,2021,Spring,8.24,8.81,56.48,10,91.58
Ethiopia,2021,Lake,7.9,9.25,48.72,26,43.35
Mexico,2023,Tap,6.12,4.3,63.7,45,50.78
Ethiopia,2000,Tap,6.93,3.87,88.36,34,57.36
Indonesia,2017,Lake,6.68,6.52,81.72,39,27.15
Mexico,2011,Tap,6.97,4.9,54.08,3,85.98
Nigeria,2011,Well,6.4,7.24,56.79,26,29.53
USA,2024,Well,6.24,6.6,75.8,15,83.97
Nigeria,2010,Lake,7.3,4.01,43.6,17,93.78
Ethiopia,2007,Pond,7.8,8.17,37.19,6,65.43
India,2006,Tap,7.75,8.63,46.98,10,33.27
Nigeria,2022,Pond,7.13,9.74,38.68,7,54.94
Nigeria,2020,Tap,7.31,5.77,54.64,5,31.11
India,2001,Spring,7.29,5.36,95.63,47,29.52
Nigeria,2010,Tap,7.73,4.35,38.42,4,80.49
Brazil,2021,Well,6.12,4.27,87.28,5,51.44
USA,2009,River,7.77,5.25,67.43,37,20.01
China,2002,River,7.46,9.87,74.3,1,23.88
USA,2019,River,6.5,3.65,41.91,30,85.42
Nigeria,2009,River,6.12,4.82,40.6,38,69.58
Brazil,2017,Pond,6.27,3.6,41.39,31,87.56
Mexico,2013,Pond,7.31,4.92,76.69,8,41.89
Nigeria,2017,Tap,7.9,3.65,82.35,14,45.15
Ethiopia,2023,Pond,6.84,6.56,94.42,20,69.35
Brazil,2007,Tap,6.95,6.07,57.87,45,73.21
India,2009,Spring,8.34,4.22,62.34,27,22.12
Brazil,2021,Tap,6.53,4.22,62.87,44,92.58
India,2012,River,6.26,7.38,48.89,26,83.93
Indonesia,2020,Lake,6.86,5.71,52.98,4,30.55
China,2007,Lake,7.86,3.39,89.28,16,20.83
Pakistan,2003,Well,7.57,9.44,54.06,36,81.53
Brazil,2003,Well,7.04,5.83,90.84,23,92.23
Bangladesh,2004,Tap,8.41,7.14,51.37,30,45.77
Ethiopia,2000,Lake,7.84,9.2,53.79,34,45.66
Nigeria,2016,River,6.15,5.82,69.22,40,61.17
Ethiopia,2001,Pond,7.86,8.74,37.22,40,73.96
USA,2007,River,6.06,9.4,94.54,3,71.81
Pakistan,2006,River,7.63,4.22,87.43,19,80.21
USA,2014,Tap,6.53,9.25,76.94,42,29.12
Indonesia,2024,Tap,7.74,3.84,99.17,16,61.59
Pakistan,2004,Spring,6.77,4.93,31.12,45,60.51
Pakistan,2001,River,8.18,8.66,58.77,9,95.99
USA,2006,River,6.84,9.3,90.08,36,93.46
India,2007,Tap,7.55,7.79,60.31,20,80.03
USA,2006,Tap,6.71,3.73,30.37,20,90.15
Ethiopia,2006,Spring,8.29,6.66,41.04,48,79.65
India,2013,Spring,7.95,7.01,60.39,15,77.64
Ethiopia,2020,Well,6.61,4.97,76.76,32,37.26
Indonesia,2017,Lake,8.37,9.94,41.39,9,69.38
Nigeria,2005,River,6.89,5.35,61.36,43,93.28
Mexico,2003,River,7.63,4.47,30.9,17,80.01
India,2009,Spring,7.86,3.77,63.43,32,68.38
Indonesia,2017,Spring,6.06,5.65,92.71,28,40.65
Bangladesh,2011,Well,8.4,7.85,71.77,30,74.29
Indonesia,2015,Lake,6.86,4.62,60.85,23,47.76
USA,2024,Well,6.47,8.39,41.36,11,25.22
USA,2006,Lake,8.13,3.95,44.17,19,39.15
Mexico,2005,Pond,7.76,6.08,35.36,5,51.14
Indonesia,2004,River,6.22,7.92,81.97,7,99.73
China,2002,Well,6.29,3.95,35.4,13,80.81
Nigeria,2011,Spring,7.79,7.18,56.88,4,42.37
USA,2014,Well,6.19,8.59,82.49,35,80.99
Mexico,2009,Pond,8.29,7.17,79.9,47,48.61
Nigeria,2019,Well,7.85,6.58,70.43,37,68.63
Indonesia,2018,River,6.84,8.87,69.99,2,81.17
Indonesia,2015,Pond,6.91,9.9,36.32,35,79.27
Pakistan,2010,Spring,7.27,4.27,42.24,21,31.2
Mexico,2007,Spring,6.9,7.84,67.43,7,86.04
USA,2002,Tap,7.96,3.56,54.37,13,93.84
China,2022,Pond,8.44,3.3,31.33,6,38.67
Indonesia,2006,Tap,7.46,4.97,85.87,3,46.35
China,2022,Tap,7.12,9.8,75.77,18,95.06
Indonesia,2006,River,6.56,6.87,52.8,42,98.69
USA,2013,Well,7.63,4.88,36.87,46,56.28
Nigeria,2001,Spring,7.71,3.93,71.38,23,22.76
Brazil,2009,Spring,7.71,9.44,54.4,15,94.63
Nigeria,2018,Well,6.07,5.54,47.88,5,22.03
Indonesia,2008,Spring,8.25,5.15,80.5,43,46.42
Ethiopia,2015,Well,6.85,9.01,52.97,7,27.18
Brazil,2018,Pond,7.86,7.23,39.52,24,60.94
Brazil,2017,River,7.9,4.18,63.72,31,23.01
China,2008,River,7.63,5.95,87.99,24,38.03
Mexico,2015,River,6.99,9.5,89.48,9,56.71
China,2012,Well,7.52,9.31,89.45,42,25.93
China,2009,Well,6.1,3.49,59.46,40,58.43
Ethiopia,2024,Lake,7.9,4.88,85.37,16,41.21
Nigeria,2019,Spring,6.25,4.08,89.52,45,41.35
Nigeria,2013,Spring,6.99,6.74,62.17,2,94.96
Bangladesh,2011,Lake,6.26,8.25,52.31,8,75.22
Indonesia,2024,Lake,8.09,5.07,79.14,17,94.36
Ethiopia,2018,River,7.38,8.31,93.31,48,66.06
Bangladesh,2006,Lake,7.73,7.68,98.05,29,92.57
USA,2022,Well,7.71,8.1,50.32,4,86.99
Indonesia,2014,Tap,8.1,9.64,96.93,31,99.83
Indonesia,2015,Well,6.33,5.97,64.95,26,60.25
Pakistan,2007,Lake,7.65,5.4,51.42,20,75.69
Pakistan,2009,Spring,7.44,7.79,99.19,23,32.85
India,2003,Well,6.08,8.65,91.45,37,95.16
India,2018,Spring,6.5,4.34,78.47,2,51.9
China,2018,Well,6.67,8.93,92.65,15,93.33
USA,2020,Spring,6.18,3.4,77.7,14,28.06
Brazil,2014,Pond,6.89,3.04,60.83,24,61.22
Brazil,2013,Well,6.07,4.11,96.36,7,20.11
Pakistan,2000,Spring,7.38,9.85,97.43,40,53.28
Pakistan,2015,Tap,6.53,6.66,51.99,3,26.65
Pakistan,2009,River,6.72,3.33,54.81,31,55.93
Ethiopia,2018,Well,8.28,9.98,56.79,44,64.46
Mexico,2021,Tap,7.26,8.21,87.55,34,88.18
India,2002,River,6.67,8.87,85.38,29,43.63
Ethiopia,2004,Well,7.5,4.49,98.82,38,65.34
Nigeria,2008,Tap,6.5,3.74,62.56,47,25.32
Brazil,2017,Tap,6.19,6.61,81.57,48,93.08
Indonesia,2010,Pond,6.05,8.41,89.97,29,56.14
India,2015,Tap,8.38,7.46,45.49,16,40.21
Bangladesh,2001,Pond,7.81,7.42,73.44,18,57.06
Nigeria,2011,Lake,8,8.3,68.34,30,58.52
India,2021,Spring,8.45,4.59,82,16,79.46
Ethiopia,2005,River,8.33,7.63,78.68,1,97.97
USA,2010,Spring,7.84,5.74,86.9,36,34.89
Indonesia,2007,Spring,7.73,3.49,51.78,47,24.36
India,2011,Pond,6.84,4.41,45.14,28,72.46
Mexico,2001,Spring,6.26,8.56,86.36,29,90.77
Pakistan,2008,Tap,7.43,9.27,55.24,42,65.2
Pakistan,2014,Pond,7.44,4.98,50.13,21,26.39
Indonesia,2001,Spring,8.38,4.33,53.58,37,53.74
Ethiopia,2000,Pond,7.11,3.19,34.64,10,72.38
Pakistan,2009,Lake,7.73,9.63,84.12,32,46.24
India,2001,Pond,7.44,7.79,80.06,18,87.59
Bangladesh,2011,Well,6.44,9.7,68.69,2,37.98
Brazil,2022,Tap,7.48,9.05,80.13,39,49.16
Brazil,2007,River,7.35,5.38,56.12,21,93.31
Nigeria,2004,Well,7.23,3.79,50.68,17,65.88
China,2021,Well,7.28,6.49,90.36,44,20.5
USA,2000,Well,6.41,3.19,59.57,29,39.52
Indonesia,2014,Spring,7.16,4.05,43.71,0,80.27
Nigeria,2005,Pond,7.51,4.63,82.43,19,24.16
China,2011,Pond,7.22,7.66,53.51,48,99.44
Ethiopia,2007,Spring,7.22,6.57,44.83,4,91.83
Mexico,2012,Tap,6.19,5.12,31.9,11,37.91
Mexico,2018,Spring,6.48,6.95,97.94,10,91.64
USA,2000,Spring,6.8,3.88,62.71,23,75.96
Pakistan,2010,Spring,7.05,8.29,41.32,17,54.03
India,2019,Tap,7.48,7.98,83.05,7,35.69
Nigeria,2000,Tap,8.16,4.52,92.14,28,36.02
Nigeria,2007,Lake,6.4,7.24,66.96,21,67.53
Indonesia,2004,Lake,6.04,6.52,31.99,44,53.28
Indonesia,2016,Lake,7.12,3.43,55.56,1,67.62
Mexico,2007,Lake,7.08,4.95,47.02,22,46.42
Mexico,2024,Pond,7.38,10,74.55,15,38.41
Bangladesh,2009,Well,8.08,3.7,66.32,43,86.92
Bangladesh,2001,Well,8.01,6.54,54.9,7,93.6
Pakistan,2008,Lake,6.25,8.95,75.4,3,76.42
Bangladesh,2023,Lake,8.33,5.1,70.91,13,32.93
India,2022,River,6.28,4.82,93.45,8,27.38
India,2002,Well,7.59,9.24,71.78,10,63.13
Nigeria,2017,River,7.68,5.13,65.54,47,64.03
Brazil,2006,River,7.7,7.56,87.66,37,71.14
India,2014,Spring,6.66,8.18,44.17,43,92.49
China,2020,Pond,6.83,8.52,47.05,15,71.74
Mexico,2021,Tap,7.37,9.96,84.85,12,93.29
Indonesia,2019,Well,6.5,8.62,60.96,35,29.42
Bangladesh,2017,Lake,6.05,7.6,58.65,43,76.74
Nigeria,2024,Lake,7.41,9.27,92.1,35,94.2
USA,2002,Tap,7.16,9.34,72.71,16,57.02
Indonesia,2022,Well,7.64,9.81,86.2,13,97.4
China,2013,Lake,6.37,8.44,86.69,28,64.2
Bangladesh,2023,Lake,8.1,4.36,38.4,16,95.44
China,2001,Spring,6.37,7.97,75.76,0,79.88
Mexico,2013,River,8.23,3.53,96.68,19,56.62
Mexico,2021,Lake,7.12,5.23,63.6,32,22.74
Pakistan,2010,Pond,7.37,3.81,81.25,1,72.59
Nigeria,2015,Well,8.24,9.65,69.67,16,40.34
Indonesia,2007,Pond,6.75,5.37,44.34,22,43.09
Ethiopia,2006,Tap,6.45,7.99,43.66,21,21.58
Ethiopia,2010,Spring,7.11,7,60.37,0,64.61
